# l C_l D_l
6.260000000000000000e+02 3.427039549630781949e+03 2.140824775249199867e+08
6.270000000000000000e+02 3.401545561477788397e+03 2.131687844022019207e+08
6.280000000000000000e+02 3.375605452417484230e+03 2.122179429352017045e+08
6.290000000000000000e+02 3.349228771380014678e+03 2.112302630511648953e+08
6.300000000000000000e+02 3.322425204553141612e+03 2.102060701690300107e+08
6.310000000000000000e+02 3.295204571063538424e+03 2.091457050935599208e+08
6.320000000000000000e+02 3.267576818607303721e+03 2.080495239016831219e+08
6.330000000000000000e+02 3.239552019031717009e+03 2.069178978210720122e+08
6.340000000000000000e+02 3.211140363870423243e+03 2.057512131010022759e+08
6.350000000000000000e+02 3.182352159834023041e+03 2.045498708755231500e+08
6.360000000000000000e+02 3.153197824258284527e+03 2.033142870189893544e+08
6.370000000000000000e+02 3.123687880512038646e+03 2.020448919939981401e+08
6.380000000000000000e+02 3.093832953366975289e+03 2.007421306917861700e+08
6.390000000000000000e+02 3.063643764331432976e+03 1.994064622651391625e+08
6.400000000000000000e+02 3.033131126950436737e+03 1.980383599538777769e+08
6.410000000000000000e+02 3.002305942074087397e+03 1.966383109029795527e+08
6.420000000000000000e+02 2.971179193096613744e+03 1.952068159734102786e+08
6.430000000000000000e+02 2.939761941168188059e+03 1.937443895457313359e+08
6.440000000000000000e+02 2.908065320381799665e+03 1.922515593165627718e+08
6.450000000000000000e+02 2.876100532937406115e+03 1.907288660879816413e+08
6.460000000000000000e+02 2.843878844285576179e+03 1.891768635499379933e+08
6.470000000000000000e+02 2.811411578252903382e+03 1.875961180557792485e+08
6.480000000000000000e+02 2.778710112151377416e+03 1.859872083909693062e+08
6.490000000000000000e+02 2.745785871874084023e+03 1.843507255351072550e+08
6.500000000000000000e+02 2.712650326979332476e+03 1.826872724173335433e+08
6.510000000000000000e+02 2.679314985765627171e+03 1.809974636652376056e+08
6.520000000000000000e+02 2.645791390339617010e+03 1.792819253473654091e+08
6.530000000000000000e+02 2.612091111679366350e+03 1.775412947094430923e+08
6.540000000000000000e+02 2.578225744695168487e+03 1.757762199044278860e+08
6.550000000000000000e+02 2.544206903290150876e+03 1.739873597165047526e+08
6.560000000000000000e+02 2.510046215422952173e+03 1.721753832791500092e+08
6.570000000000000000e+02 2.475755318174718468e+03 1.703409697873882949e+08
6.580000000000000000e+02 2.441345852822629240e+03 1.684848082043677568e+08
6.590000000000000000e+02 2.406829459922214937e+03 1.666075969623869658e+08
6.600000000000000000e+02 2.372217774400703092e+03 1.647100436585088074e+08
6.610000000000000000e+02 2.337522420663621233e+03 1.627928647448998988e+08
6.620000000000000000e+02 2.302755007716792534e+03 1.608567852140316963e+08
6.630000000000000000e+02 2.267927124306054793e+03 1.589025382788963318e+08
6.640000000000000000e+02 2.233050334076766376e+03 1.569308650483757555e+08
6.650000000000000000e+02 2.198136170755390140e+03 1.549425141979230642e+08
6.660000000000000000e+02 2.163196133355181701e+03 1.529382416356990635e+08
6.670000000000000000e+02 2.128241681408283512e+03 1.509188101643308997e+08
6.680000000000000000e+02 2.093284230226251111e+03 1.488849891384449899e+08
6.690000000000000000e+02 2.058335146191168860e+03 1.468375541181373000e+08
6.700000000000000000e+02 2.023405742079437914e+03 1.447772865185452700e+08
6.710000000000000000e+02 1.988507272420337131e+03 1.427049732556886971e+08
6.720000000000000000e+02 1.953650928891432386e+03 1.406214063887500167e+08
6.730000000000000000e+02 1.918847835752791980e+03 1.385273827589596510e+08
6.740000000000000000e+02 1.884109045322149541e+03 1.364237036252688766e+08
6.750000000000000000e+02 1.849445533492917548e+03 1.343111742969795465e+08
6.760000000000000000e+02 1.814868195297088050e+03 1.321906037635129243e+08
6.770000000000000000e+02 1.780387840514892332e+03 1.300628043214930296e+08
6.780000000000000000e+02 1.746015189333253375e+03 1.279285911993333697e+08
6.790000000000000000e+02 1.711760868054857383e+03 1.257887821795065254e+08
6.800000000000000000e+02 1.677635404859701111e+03 1.236441972186808288e+08
6.810000000000000000e+02 1.643649225621042888e+03 1.214956580659175962e+08
6.820000000000000000e+02 1.609812649777498109e+03 1.193439878791123480e+08
6.830000000000000000e+02 1.576135886263122984e+03 1.171900108398744613e+08
6.840000000000000000e+02 1.542629029497177726e+03 1.150345517670324296e+08
6.850000000000000000e+02 1.509302055435385228e+03 1.128784357289640009e+08
6.860000000000000000e+02 1.476164817684301397e+03 1.107224876549401432e+08
6.870000000000000000e+02 1.443227043680543829e+03 1.085675319456838518e+08
6.880000000000000000e+02 1.410498330936394041e+03 1.064143920833322406e+08
6.890000000000000000e+02 1.377988143353499254e+03 1.042638902410080880e+08
6.900000000000000000e+02 1.345705807606179860e+03 1.021168468921955526e+08
6.910000000000000000e+02 1.313660509595818439e+03 9.997408042011415958e+07
6.920000000000000000e+02 1.281861290977935596e+03 9.783640672729960084e+07
6.930000000000000000e+02 1.250317045763312308e+03 9.570463884558349848e+07
6.940000000000000000e+02 1.219036516994660587e+03 9.357958654667910933e+07
6.950000000000000000e+02 1.188028293500109385e+03 9.146205595356437564e+07
6.960000000000000000e+02 1.157300806724997074e+03 8.935284915287478268e+07
6.970000000000000000e+02 1.126862327643150820e+03 8.725276380849693716e+07
6.980000000000000000e+02 1.096720963749010480e+03 8.516259277657106519e+07
6.990000000000000000e+02 1.066884656131726615e+03 8.308312372209544480e+07
7.000000000000000000e+02 1.037361176632525485e+03 8.101513873734156787e+07
7.010000000000000000e+02 1.008158125086415225e+03 7.895941396227470040e+07
7.020000000000000000e+02 9.792829266493532714e+02 7.691671920718072355e+07
7.030000000000000000e+02 9.507428292119385560e+02 7.488781757769827545e+07
7.040000000000000000e+02 9.225449009006582628e+02 7.287346510245580971e+07
7.050000000000000000e+02 8.946960276676694548e+02 7.087441036351102591e+07
7.060000000000000000e+02 8.672029109700023355e+02 6.889139412978592515e+07
7.070000000000000000e+02 8.400720655391462515e+02 6.692514899369878322e+07
7.080000000000000000e+02 8.133098172418262948e+02 6.497639901118471473e+07
7.090000000000000000e+02 7.869223010327657448e+02 6.304585934529747814e+07
7.100000000000000000e+02 7.609154590002115128e+02 6.113423591358641535e+07
7.110000000000000000e+02 7.352950385049371107e+02 5.924222503943926096e+07
7.120000000000000000e+02 7.100665904133845743e+02 5.737051310757946968e+07
7.130000000000000000e+02 6.852354674255666396e+02 5.551977622390561551e+07
7.140000000000000000e+02 6.608068224983065875e+02 5.369067987985864282e+07
7.150000000000000000e+02 6.367856073643669106e+02 5.188387862150257081e+07
7.160000000000000000e+02 6.131765711479342826e+02 5.010001572349934280e+07
7.170000000000000000e+02 5.899842590769044364e+02 4.833972286815823615e+07
7.180000000000000000e+02 5.672130112923617844e+02 4.660361982973775268e+07
7.190000000000000000e+02 5.448669617556242883e+02 4.489231416417773813e+07
7.200000000000000000e+02 5.229500372531093717e+02 4.320640090443140268e+07
7.210000000000000000e+02 5.014659564993349932e+02 4.154646226157303154e+07
7.220000000000000000e+02 4.804182293382055491e+02 3.991306733184520900e+07
7.230000000000000000e+02 4.598101560428028165e+02 3.830677180981602520e+07
7.240000000000000000e+02 4.396448267137519679e+02 3.672811770780589432e+07
7.250000000000000000e+02 4.199251207762539480e+02 3.517763308174604177e+07
7.260000000000000000e+02 4.006537065758217864e+02 3.365583176362743229e+07
7.270000000000000000e+02 3.818330410726569539e+02 3.216321310069139302e+07
7.280000000000000000e+02 3.634653696346497327e+02 3.070026170151770860e+07
7.290000000000000000e+02 3.455527259288352866e+02 2.926744718915421888e+07
7.300000000000000000e+02 3.280969319111943037e+02 2.786522396143717691e+07
7.310000000000000000e+02 3.110995979145448587e+02 2.649403095864026994e+07
7.320000000000000000e+02 2.945621228343178473e+02 2.515429143859450519e+07
7.330000000000000000e+02 2.784856944118726005e+02 2.384641275940996781e+07
7.340000000000000000e+02 2.628712896150548204e+02 2.257078616993470117e+07
7.350000000000000000e+02 2.477196751155634331e+02 2.132778660807449371e+07
7.360000000000000000e+02 2.330314078627354490e+02 2.011777250710114092e+07
7.370000000000000000e+02 2.188068357532376353e+02 1.894108561006649211e+07
7.380000000000000000e+02 2.050460983961569070e+02 1.779805079243965819e+07
7.390000000000000000e+02 1.917491279729283917e+02 1.668897589308016747e+07
7.400000000000000000e+02 1.789156501914843318e+02 1.561415155365469866e+07
7.410000000000000000e+02 1.665451853339680781e+02 1.457385106660132669e+07
7.420000000000000000e+02 1.546370493973212774e+02 1.356833023174163140e+07
7.430000000000000000e+02 1.431903553260158333e+02 1.259782722163736820e+07
7.440000000000000000e+02 1.322040143361265336e+02 1.166256245578112081e+07
7.450000000000000000e+02 1.216767373299521324e+02 1.076273848371071927e+07
7.460000000000000000e+02 1.116070364002920599e+02 9.898539877127630636e+06
7.470000000000000000e+02 1.019932264235036996e+02 9.070133131100149825e+06
7.480000000000000000e+02 9.283342674036872211e+01 8.277666574422823265e+06
7.490000000000000000e+02 8.412556292381150058e+01 7.521270289203710854e+06
7.500000000000000000e+02 7.586736863242559537e+01 6.801056039742286317e+06
7.510000000000000000e+02 6.805638754875222673e+01 6.117117210758458823e+06
7.520000000000000000e+02 6.068997540123436352e+01 5.469528755030097440e+06
7.530000000000000000e+02 5.376530206865746209e+01 4.858347150484989397e+06
7.540000000000000000e+02 4.727935376596787620e+01 4.283610366798824631e+06
7.550000000000000000e+02 4.122893531020609004e+01 3.745337841535479762e+06
7.560000000000000000e+02 3.561067246533847452e+01 3.243530465868367814e+06
7.570000000000000000e+02 3.042101436469280884e+01 2.778170579912835732e+06
7.580000000000000000e+02 2.565623600969752260e+01 2.349221977697324473e+06
7.590000000000000000e+02 2.131244084355773794e+01 1.956629921793019865e+06
7.600000000000000000e+02 1.738556339850162757e+01 1.600321167619830929e+06
7.610000000000000000e+02 1.387137201517378138e+01 1.280203997439271305e+06
7.620000000000000000e+02 1.076547163274110730e+01 9.961682640417114599e+05
7.630000000000000000e+02 8.063306648222519968e+00 7.480854441282681655e+05
7.640000000000000000e+02 5.760163843546284745e+00 5.358087013846586924e+05
7.650000000000000000e+02 3.851175378794406967e+00 3.591729592378918896e+05
7.660000000000000000e+02 2.331321850075782187e+00 2.179949832826209895e+05
7.670000000000000000e+02 1.195435410429823930e+00 1.120734733577743173e+05
7.680000000000000000e+02 4.382029521477474043e-01 4.118916525016717787e+04
7.690000000000000000e+02 5.416934886440046004e-02 5.104941995969158597e+03
7.700000000000000000e+02 3.774075575294487395e-02 3.565954746273152978e+03
7.710000000000000000e+02 3.831879661258674741e-01 3.629975315754138865e+04
7.720000000000000000e+02 1.084649822726608148e+00 1.030164252630627452e+05
7.730000000000000000e+02 2.136136681970315809e+00 2.034087467762272281e+05
7.740000000000000000e+02 3.531533929372690395e+00 3.371523397716113832e+05
7.750000000000000000e+02 5.264605544380784430e+00 5.039058406844643760e+05
7.760000000000000000e+02 7.328997712805821685e+00 7.033110775647844421e+05
7.770000000000000000e+02 9.718242485032321909e+00 9.349932565165767446e+05
7.780000000000000000e+02 1.242576147816593668e+01 1.198561157248542411e+06
7.790000000000000000e+02 1.544486962025513144e+01 1.493607337656576885e+06
7.800000000000000000e+02 1.876877893471976932e+01 1.819708347354937345e+06
7.810000000000000000e+02 2.239060236308905516e+01 2.176424950066633523e+06
7.820000000000000000e+02 2.630335762414985012e+01 2.563302354780026712e+06
7.830000000000000000e+02 3.049997110757633578e+01 2.979870455572249368e+06
7.840000000000000000e+02 3.497328180012139143e+01 3.425644079997449648e+06
7.850000000000000000e+02 3.971604524241617185e+01 3.900123245930997655e+06
7.860000000000000000e+02 4.472093751442648113e+01 4.402793426757400855e+06
7.870000000000000000e+02 4.998055924760496538e+01 4.933125824785065837e+06
7.880000000000000000e+02 5.548743966175243258e+01 5.490577652764846571e+06
7.890000000000000000e+02 6.123404062462378050e+01 6.074592423387734219e+06
7.900000000000000000e+02 6.721276073227434722e+01 6.684600246629404835e+06
7.910000000000000000e+02 7.341593940816386521e+01 7.320018134807599708e+06
7.920000000000000000e+02 7.983586101899949483e+01 7.980250315210957080e+06
7.930000000000000000e+02 8.646475900533539516e+01 8.664688550157593563e+06
7.940000000000000000e+02 9.329482002490212267e+01 9.372712464333459735e+06
7.950000000000000000e+02 1.003181881066643513e+02 1.010368987925901636e+07
7.960000000000000000e+02 1.075269688135954738e+02 1.085697715472789481e+07
7.970000000000000000e+02 1.149132334121445211e+02 1.163191953705583327e+07
7.980000000000000000e+02 1.224690230464014888e+02 1.242785151397728920e+07
7.990000000000000000e+02 1.301863529149354974e+02 1.324409717601988278e+07
8.000000000000000000e+02 1.380572164483102711e+02 1.407997058418583497e+07
8.010000000000000000e+02 1.460735894852514889e+02 1.493477614376246557e+07
8.020000000000000000e+02 1.542274344454925199e+02 1.580780898408492282e+07
8.030000000000000000e+02 1.625107044972803010e+02 1.669835534406582639e+07
8.040000000000000000e+02 1.709153477175707678e+02 1.760569296330709010e+07
8.050000000000000000e+02 1.794333112429073651e+02 1.852909147860152647e+07
8.060000000000000000e+02 1.880565454090378807e+02 1.946781282563393191e+07
8.070000000000000000e+02 1.967770078772809086e+02 2.042111164568282664e+07
8.080000000000000000e+02 2.055866677457054834e+02 2.138823569712516665e+07
8.090000000000000000e+02 2.144775096431551162e+02 2.236842627153890952e+07
8.100000000000000000e+02 2.234415378042122313e+02 2.336091861420087516e+07
8.110000000000000000e+02 2.324707801231612336e+02 2.436494234876940772e+07
8.120000000000000000e+02 2.415572921850615842e+02 2.537972190594245493e+07
8.130000000000000000e+02 2.506931612720033513e+02 2.640447695587391034e+07
8.140000000000000000e+02 2.598705103427342920e+02 2.743842284413875639e+07
8.150000000000000000e+02 2.690815019837137925e+02 2.848077103101970628e+07
8.160000000000000000e+02 2.783183423298283969e+02 2.953072953390264139e+07
8.170000000000000000e+02 2.875732849528748716e+02 3.058750337255060673e+07
8.180000000000000000e+02 2.968386347160724767e+02 3.165029501703841239e+07
8.190000000000000000e+02 3.061067515927451268e+02 3.271830483811322227e+07
8.200000000000000000e+02 3.153700544474644403e+02 3.379073155975816399e+07
8.210000000000000000e+02 3.246210247778720372e+02 3.486677271372456104e+07
8.220000000000000000e+02 3.338522104154794192e+02 3.594562509580285847e+07
8.230000000000000000e+02 3.430562291837158568e+02 3.702648522359517962e+07
8.240000000000000000e+02 3.522257725115781568e+02 3.810854979555787146e+07
8.250000000000000000e+02 3.613536090012053705e+02 3.919101615107485652e+07
8.260000000000000000e+02 3.704325879477631815e+02 4.027308273132559657e+07
8.270000000000000000e+02 3.794556428100149219e+02 4.135394954070673883e+07
8.280000000000000000e+02 3.884157946300301205e+02 4.243281860857074708e+07
8.290000000000000000e+02 3.973061554004584650e+02 4.350889445103865117e+07
8.300000000000000000e+02 4.061199313778628834e+02 4.458138453264739364e+07
8.310000000000000000e+02 4.148504263405866368e+02 4.564949972758663446e+07
8.320000000000000000e+02 4.234910447897560744e+02 4.671245478029003739e+07
8.330000000000000000e+02 4.320352950918962733e+02 4.776946876512894034e+07
8.340000000000000000e+02 4.404767925618398863e+02 4.881976554497508705e+07
8.350000000000000000e+02 4.488092624844820193e+02 4.986257422838141024e+07
8.360000000000000000e+02 4.570265430741167734e+02 5.089712962514690310e+07
8.370000000000000000e+02 4.651225883699652286e+02 5.192267270001419634e+07
8.380000000000000000e+02 4.730914710666917244e+02 5.293845102426560223e+07
8.390000000000000000e+02 4.809273852786035377e+02 5.394371922496938705e+07
8.400000000000000000e+02 4.886246492363854941e+02 5.493773943164176494e+07
8.410000000000000000e+02 4.961777079151351586e+02 5.591978172007762641e+07
8.420000000000000000e+02 5.035811355926072110e+02 5.688912455311572552e+07
8.430000000000000000e+02 5.108296383365333782e+02 5.784505521809665859e+07
8.440000000000000000e+02 5.179180564199696164e+02 5.878687026077816635e+07
8.450000000000000000e+02 5.248413666636163271e+02 5.971387591546893865e+07
8.460000000000000000e+02 5.315946847041390129e+02 6.062538853114868701e+07
8.470000000000000000e+02 5.381732671875183769e+02 6.152073499333924800e+07
8.480000000000000000e+02 5.445725138865170720e+02 6.239925314149574935e+07
8.490000000000000000e+02 5.507879697413667373e+02 6.326029218168602884e+07
8.500000000000000000e+02 5.568153268228511479e+02 6.410321309433207661e+07
8.510000000000000000e+02 5.626504262169655703e+02 6.492738903678545356e+07
8.520000000000000000e+02 5.682892598303930072e+02 6.573220574051302671e+07
8.530000000000000000e+02 5.737279721160628014e+02 6.651706190267003328e+07
8.540000000000000000e+02 5.789628617181125492e+02 6.728136957184150815e+07
8.550000000000000000e+02 5.839903830356008712e+02 6.802455452773411572e+07
8.560000000000000000e+02 5.888071477043685036e+02 6.874605665460397303e+07
8.570000000000000000e+02 5.934099259964644943e+02 6.944533030820649862e+07
8.580000000000000000e+02 5.977956481366361459e+02 7.012184467606167495e+07
8.590000000000000000e+02 6.019614055353695221e+02 7.077508413082502782e+07
8.600000000000000000e+02 6.059044519380593101e+02 7.140454857656359673e+07
8.610000000000000000e+02 6.096222044898817103e+02 7.200975378773392737e+07
8.620000000000000000e+02 6.131122447160278170e+02 7.259023174066720903e+07
8.630000000000000000e+02 6.163723194169517683e+02 7.314553093736483157e+07
8.640000000000000000e+02 6.194003414783791186e+02 7.367521672141736746e+07
8.650000000000000000e+02 6.221943905958123651e+02 7.417887158585685492e+07
8.660000000000000000e+02 6.247527139133537730e+02 7.465609547276160121e+07
8.670000000000000000e+02 6.270737265766731525e+02 7.510650606443218887e+07
8.680000000000000000e+02 6.291560122000173578e+02 7.552973906596440077e+07
8.690000000000000000e+02 6.309983232471843166e+02 7.592544847904700041e+07
8.700000000000000000e+02 6.325995813264222534e+02 7.629330686681620777e+07
8.710000000000000000e+02 6.339588773992759343e+02 7.663300560960467160e+07
8.720000000000000000e+02 6.350754719034159734e+02 7.694425515142437816e+07
8.730000000000000000e+02 6.359487947895543130e+02 7.722678523702988029e+07
8.740000000000000000e+02 6.365784454725699106e+02 7.748034513941058517e+07
8.750000000000000000e+02 6.369641926970274426e+02 7.770470387756730616e+07
8.760000000000000000e+02 6.371059743172833123e+02 7.789965042442950606e+07
8.770000000000000000e+02 6.370038969924654566e+02 7.806499390478043258e+07
8.780000000000000000e+02 6.366582357965868368e+02 7.820056378305406868e+07
8.790000000000000000e+02 6.360694337441566404e+02 7.830621004088068008e+07
8.800000000000000000e+02 6.352381012316488977e+02 7.838180334425659478e+07
8.810000000000000000e+02 6.341650153952432447e+02 7.842723520022170246e+07
8.820000000000000000e+02 6.328511193853024679e+02 7.844241810293351114e+07
8.830000000000000000e+02 6.312975215580710255e+02 7.842728566903018951e+07
8.840000000000000000e+02 6.295054945851303501e+02 7.838179276218099892e+07
8.850000000000000000e+02 6.274764744811867558e+02 7.830591560672885180e+07
8.860000000000000000e+02 6.252120595507875578e+02 7.819965189033193886e+07
8.870000000000000000e+02 6.227140092546343340e+02 7.806302085552181304e+07
8.880000000000000000e+02 6.199842429961537391e+02 7.789606338009451330e+07
8.890000000000000000e+02 6.170248388290680168e+02 7.769884204626296461e+07
8.900000000000000000e+02 6.138380320867109958e+02 7.747144119849975407e+07
8.910000000000000000e+02 6.104262139338943598e+02 7.721396699000820518e+07
8.920000000000000000e+02 6.067919298421427357e+02 7.692654741776230931e+07
8.930000000000000000e+02 6.029378779891763998e+02 7.660933234606526792e+07
8.940000000000000000e+02 5.988669075835342710e+02 7.626249351857888699e+07
8.950000000000000000e+02 5.945820171152817011e+02 7.588622455878469348e+07
8.960000000000000000e+02 5.900863525337553028e+02 7.548074095883962512e+07
8.970000000000000000e+02 5.853832053533669750e+02 7.504628005679984391e+07
8.980000000000000000e+02 5.804760106884980360e+02 7.458310100218912959e+07
8.990000000000000000e+02 5.753683452185422311e+02 7.409148470989330113e+07
9.000000000000000000e+02 5.700639250842021966e+02 7.357173380237010121e+07
9.010000000000000000e+02 5.645666037161820441e+02 7.302417254017086327e+07
9.020000000000000000e+02 5.588803695974243055e+02 7.244914674077251554e+07
9.030000000000000000e+02 5.530093439600769898e+02 7.184702368572616577e+07
9.040000000000000000e+02 5.469577784184394886e+02 7.121819201613813639e+07
9.050000000000000000e+02 5.407300525391037809e+02 7.056306161649788916e+07
9.060000000000000000e+02 5.343306713495983331e+02 6.988206348688098788e+07
9.070000000000000000e+02 5.277642627868175396e+02 6.917564960355502367e+07
9.080000000000000000e+02 5.210355750865777509e+02 6.844429276802597940e+07
9.090000000000000000e+02 5.141494741156734563e+02 6.768848644456954300e+07
9.100000000000000000e+02 5.071109406477818311e+02 6.690874458629136533e+07
9.110000000000000000e+02 4.999250675846579952e+02 6.610560144977511466e+07
9.120000000000000000e+02 4.925970571240472964e+02 6.527961139837784320e+07
9.130000000000000000e+02 4.851322178757440611e+02 6.443134869423574209e+07
9.140000000000000000e+02 4.775359619273191356e+02 6.356140727905822545e+07
9.150000000000000000e+02 4.698138018609748201e+02 6.267040054378308356e+07
9.160000000000000000e+02 4.619713477230758372e+02 6.175896108718036860e+07
9.170000000000000000e+02 4.540143039478866172e+02 6.082774046349335462e+07
9.180000000000000000e+02 4.459484662370788328e+02 5.987740891921278834e+07
9.190000000000000000e+02 4.377797183965830072e+02 5.890865511908478290e+07
9.200000000000000000e+02 4.295140291324026975e+02 5.792218586146267503e+07
9.210000000000000000e+02 4.211574488069704216e+02 5.691872578311063349e+07
9.220000000000000000e+02 4.127161061577187979e+02 5.589901705358329415e+07
9.230000000000000000e+02 4.041962049794761356e+02 5.486381905930048972e+07
9.240000000000000000e+02 3.956040207723767708e+02 5.381390807745058835e+07
9.250000000000000000e+02 3.869458973569437603e+02 5.275007693985508382e+07
9.260000000000000000e+02 3.782282434580442896e+02 5.167313468693663925e+07
9.270000000000000000e+02 3.694575292594060443e+02 5.058390621193490922e+07
9.280000000000000000e+02 3.606402829304304873e+02 4.948323189552441984e+07
9.290000000000000000e+02 3.517830871269981685e+02 4.837196723098742962e+07
9.300000000000000000e+02 3.428925754680123532e+02 4.725098244010511786e+07
9.310000000000000000e+02 3.339754289894420936e+02 4.612116207993676513e+07
9.320000000000000000e+02 3.250383725775701009e+02 4.498340464065245539e+07
9.330000000000000000e+02 3.160881713832437185e+02 4.383862213460199535e+07
9.340000000000000000e+02 3.071316272188852281e+02 4.268773967680054903e+07
9.350000000000000000e+02 2.981755749400047080e+02 4.153169505701417476e+07
9.360000000000000000e+02 2.892268788130303392e+02 4.037143830364184827e+07
9.370000000000000000e+02 2.802924288711984104e+02 3.920793123958524317e+07
9.380000000000000000e+02 2.713791372603064929e+02 3.804214703030966967e+07
9.390000000000000000e+02 2.624939345761016511e+02 3.687506972429957986e+07
9.400000000000000000e+02 2.536437661950975269e+02 3.570769378611913323e+07
9.410000000000000000e+02 2.448355886005908530e+02 3.454102362228959054e+07
9.420000000000000000e+02 2.360763657056876070e+02 3.337607310020446405e+07
9.430000000000000000e+02 2.273730651750842071e+02 3.221386506029932573e+07
9.440000000000000000e+02 2.187326547474274321e+02 3.105543082170756906e+07
9.450000000000000000e+02 2.101620985600047504e+02 2.990180968162833154e+07
9.460000000000000000e+02 2.016683534775294504e+02 2.875404840863826126e+07
9.470000000000000000e+02 1.932583654268358089e+02 2.761320073019063100e+07
9.480000000000000000e+02 1.849390657391991510e+02 2.648032681453533098e+07
9.490000000000000000e+02 1.767173675020633823e+02 2.535649274730702490e+07
9.500000000000000000e+02 1.686001619219342729e+02 2.424277000302990898e+07
9.510000000000000000e+02 1.605943147001524380e+02 2.314023491178512573e+07
9.520000000000000000e+02 1.527066624233246444e+02 2.204996812130086124e+07
9.530000000000000000e+02 1.449440089700860028e+02 2.097305405471385270e+07
9.540000000000000000e+02 1.373131219359490842e+02 1.991058036426769197e+07
9.550000000000000000e+02 1.298207290779325263e+02 1.886363738120818138e+07
9.560000000000000000e+02 1.224735147806472924e+02 1.783331756213844568e+07
9.570000000000000000e+02 1.152781165455285191e+02 1.682071493210204318e+07
9.580000000000000000e+02 1.082411215048904722e+02 1.582692452466509677e+07
9.590000000000000000e+02 1.013690629624240955e+02 1.485304181926441379e+07
9.600000000000000000e+02 9.466841696181586485e+01 1.390016217610125616e+07
9.610000000000000000e+02 8.814559888506062180e+01 1.296938026884927973e+07
9.620000000000000000e+02 8.180696008210760795e+01 1.206178951545903459e+07
9.630000000000000000e+02 7.565878453341677812e+01 1.117848150733657181e+07
9.640000000000000000e+02 6.970728554698268908e+01 1.032054543717481382e+07
9.650000000000000000e+02 6.395860249138301867e+01 9.489067525720553473e+06
9.660000000000000000e+02 5.841879756638907395e+01 8.685130447761081159e+06
9.670000000000000000e+02 5.309385261263712863e+01 7.909812757612843066e+06
9.680000000000000000e+02 4.798966596184422428e+01 7.164188314396247268e+06
9.690000000000000000e+02 4.311204932906097298e+01 6.449325707386154681e+06
9.700000000000000000e+02 3.846672474837965439e+01 5.766287681720415130e+06
9.710000000000000000e+02 3.405932155353103497e+01 5.116130564755034633e+06
9.720000000000000000e+02 2.989537340477744820e+01 4.499903693354587071e+06
9.730000000000000000e+02 2.598031536345624914e+01 3.918648842402266804e+06
9.740000000000000000e+02 2.231948101555134301e+01 3.373399654821372125e+06
9.750000000000000000e+02 1.891809964558809298e+01 2.865181073391359765e+06
9.760000000000000000e+02 1.578129346217400553e+01 2.395008774649344850e+06
9.770000000000000000e+02 1.291407487645034990e+01 1.963888605162999360e+06
9.780000000000000000e+02 1.032134383469513317e+01 1.572816020460625878e+06
9.790000000000000000e+02 8.007885206300876746e+00 1.222775526905145496e+06
9.800000000000000000e+02 5.978366228319281994e+00 9.147401267974916846e+05
9.810000000000000000e+02 4.237334007729149477e+00 6.496707669928893447e+05
9.820000000000000000e+02 2.789213082558997581e+00 4.285157913130668458e+05
9.830000000000000000e+02 1.638303042976120949e+00 2.522103970377623918e+05
9.840000000000000000e+02 7.887762134028671879e-01 1.216760957543319528e+05
9.850000000000000000e+02 2.446753967113630968e-01 3.782017884599229001e+04
9.860000000000000000e+02 9.911681502048599185e-03 1.535187895302824472e+03
9.870000000000000000e+02 8.826231344849798377e-02 1.369839027902531052e+04
9.880000000000000000e+02 4.833686316557966323e-01 7.517126022805555840e+04
9.890000000000000000e+02 1.198734070946734453e+00 1.867989656239356846e+05
9.900000000000000000e+02 2.237722230961396885e+00 3.494098608018608647e+05
9.910000000000000000e+02 3.603555012916370703e+00 5.638149856267591240e+05
9.920000000000000000e+02 5.299310824844739365e+00 8.308075711078273598e+05
9.930000000000000000e+02 7.327922856094591708e+00 1.151162551812764024e+06
9.940000000000000000e+02 9.692177421839641482e+00 1.525636085341717349e+06
9.950000000000000000e+02 1.239471237831614125e+01 1.954965079117278568e+06
9.960000000000000000e+02 1.543801560945889584e+01 2.439866724742745515e+06
9.970000000000000000e+02 1.882442358559531570e+01 2.981038040181025863e+06
9.980000000000000000e+02 2.255611999479665997e+01 3.579155419999375939e+06
9.990000000000000000e+02 2.663513444746106629e+01 4.234874193923416547e+06
1.000000000000000000e+03 3.106334125467955687e+01 4.948828193942282349e+06
1.001000000000000000e+03 3.584245828087168917e+01 5.721629330198479816e+06
1.002000000000000000e+03 4.097404587117414820e+01 6.553867175897422247e+06
1.003000000000000000e+03 4.645950585400419186e+01 7.446108561463640071e+06
1.004000000000000000e+03 5.230008061919718187e+01 8.398897178168807179e+06
1.005000000000000000e+03 5.849685227207572780e+01 9.412753191451642662e+06
1.006000000000000000e+03 6.505074186377892431e+01 1.048817286414672248e+07
1.007000000000000000e+03 7.196250869812317319e+01 1.162562818983150460e+07
1.008000000000000000e+03 7.923274971526241472e+01 1.282556653650165536e+07
1.009000000000000000e+03 8.686189895235484926e+01 1.408841030077631958e+07
1.010000000000000000e+03 9.485022708139165104e+01 1.541455657282774895e+07
1.011000000000000000e+03 1.031978410243688558e+02 1.680437681223504618e+07
1.012000000000000000e+03 1.119046836458688716e+02 1.825821653494413197e+07
1.013000000000000000e+03 1.209705335231225831e+02 1.977639501151776686e+07
