# l C_l D_l
1.248000000000000000e+03 1.651215006999715342e+03 4.096385143455478549e+08
1.249000000000000000e+03 1.628195065198370912e+03 4.045749761090565920e+08
1.250000000000000000e+03 1.605142512344766146e+03 3.994855285918413401e+08
1.251000000000000000e+03 1.582064391890469551e+03 3.943718666224606037e+08
1.252000000000000000e+03 1.558967717085751929e+03 3.892356886546103358e+08
1.253000000000000000e+03 1.535859468208676844e+03 3.840786960363839865e+08
1.254000000000000000e+03 1.512746589818486200e+03 3.789025922788358927e+08
1.255000000000000000e+03 1.489635988034513502e+03 3.737090823242099881e+08
1.256000000000000000e+03 1.466534527841732825e+03 3.684998718141621947e+08
1.257000000000000000e+03 1.443449030424068496e+03 3.632766663583176732e+08
1.258000000000000000e+03 1.420386270526714270e+03 3.580411708035371900e+08
1.259000000000000000e+03 1.397352973848439433e+03 3.527950885042034984e+08
1.260000000000000000e+03 1.374355814465093545e+03 3.475401205938991308e+08
1.261000000000000000e+03 1.351401412285321840e+03 3.422779652588036656e+08
1.262000000000000000e+03 1.328496330539566543e+03 3.370103170131562948e+08
1.263000000000000000e+03 1.305647073303478692e+03 3.317388659771456122e+08
1.264000000000000000e+03 1.282860083056618805e+03 3.264652971575301886e+08
1.265000000000000000e+03 1.260141738277593504e+03 3.211912897313664556e+08
1.266000000000000000e+03 1.237498351076565314e+03 3.159185163331678510e+08
1.267000000000000000e+03 1.214936164866082891e+03 3.106486423458282948e+08
1.268000000000000000e+03 1.192461352071196188e+03 3.053833251956486702e+08
1.269000000000000000e+03 1.170080011879822223e+03 3.001242136518097520e+08
1.270000000000000000e+03 1.147798168034183618e+03 2.948729471306014657e+08
1.271000000000000000e+03 1.125621766664318102e+03 2.896311550047666430e+08
1.272000000000000000e+03 1.103556674164387914e+03 2.844004559182509780e+08
1.273000000000000000e+03 1.081608675112741366e+03 2.791824571067129970e+08
1.274000000000000000e+03 1.059783470236509629e+03 2.739787537241055965e+08
1.275000000000000000e+03 1.038086674421499993e+03 2.687909281756389737e+08
1.276000000000000000e+03 1.016523814768186412e+03 2.636205494574486613e+08
1.277000000000000000e+03 9.951003286945640411e+02 2.584691725032840967e+08
1.278000000000000000e+03 9.738215620865607889e+02 2.533383375385202169e+08
1.279000000000000000e+03 9.526927674966768791e+02 2.482295694417884052e+08
1.280000000000000000e+03 9.317191023916343511e+02 2.431443771145566702e+08
1.281000000000000000e+03 9.109056274495487742e+02 2.380842528589210212e+08
1.282000000000000000e+03 8.902573049073744187e+02 2.330506717639334202e+08
1.283000000000000000e+03 8.697789969591286763e+02 2.280450911007326841e+08
1.284000000000000000e+03 8.494754642055080467e+02 2.230689497267720699e+08
1.285000000000000000e+03 8.293513641554918649e+02 2.181236674994376302e+08
1.286000000000000000e+03 8.094112497803469068e+02 2.132106446993043423e+08
1.287000000000000000e+03 7.896595681206285917e+02 2.083312614633275867e+08
1.288000000000000000e+03 7.701006589466323931e+02 2.034868772282322645e+08
1.289000000000000000e+03 7.507387534726790363e+02 1.986788301843451560e+08
1.290000000000000000e+03 7.315779731257449612e+02 1.939084367401518524e+08
1.291000000000000000e+03 7.126223283687497769e+02 1.891769909978092909e+08
1.292000000000000000e+03 6.938757175789125995e+02 1.844857642398715019e+08
1.293000000000000000e+03 6.753419259815024134e+02 1.798360044274668694e+08
1.294000000000000000e+03 6.570246246392948706e+02 1.752289357101619244e+08
1.295000000000000000e+03 6.389273694980072378e+02 1.706657579477380514e+08
1.296000000000000000e+03 6.210536004880092378e+02 1.661476462441159189e+08
1.297000000000000000e+03 6.034066406824890691e+02 1.616757504936309159e+08
1.298000000000000000e+03 5.859896955123030011e+02 1.572511949398797154e+08
1.299000000000000000e+03 5.688058520377040850e+02 1.528750777473475337e+08
1.300000000000000000e+03 5.518580782770735595e+02 1.485484705860096216e+08
1.301000000000000000e+03 5.351492225927494246e+02 1.442724182290926874e+08
1.302000000000000000e+03 5.186820131341436309e+02 1.400479381642090380e+08
1.303000000000000000e+03 5.024590573380915544e+02 1.358760202180104256e+08
1.304000000000000000e+03 4.864828414865864374e+02 1.317576261945654601e+08
1.305000000000000000e+03 4.707557303218304696e+02 1.276936895276059210e+08
1.306000000000000000e+03 4.552799667186238821e+02 1.236851149468110204e+08
1.307000000000000000e+03 4.400576714140834156e+02 1.197327781582922637e+08
1.308000000000000000e+03 4.250908427945410040e+02 1.158375255394026637e+08
1.309000000000000000e+03 4.103813567396069857e+02 1.120001738480314612e+08
1.310000000000000000e+03 3.959309665232578368e+02 1.082215099465111345e+08
1.311000000000000000e+03 3.817413027717606724e+02 1.045022905402509421e+08
1.312000000000000000e+03 3.678138734783309474e+02 1.008432419312343001e+08
1.313000000000000000e+03 3.541500640742602855e+02 9.724505978647305071e+07
1.314000000000000000e+03 3.407511375563303204e+02 9.370840892153398693e+07
1.315000000000000000e+03 3.276182346702456698e+02 9.023392309922878444e+07
1.316000000000000000e+03 3.147523741498147274e+02 8.682220484355843067e+07
1.317000000000000000e+03 3.021544530115647831e+02 8.347382526898971200e+07
1.318000000000000000e+03 2.898252469044963391e+02 8.018932392514672875e+07
1.319000000000000000e+03 2.777654105145716699e+02 7.696920865696947277e+07
1.320000000000000000e+03 2.659754780236212355e+02 7.381395548041455448e+07
1.321000000000000000e+03 2.544558636222256496e+02 7.072400847373832762e+07
1.322000000000000000e+03 2.432068620761401405e+02 6.769977968440388143e+07
1.323000000000000000e+03 2.322286493458692860e+02 6.474164905166371167e+07
1.324000000000000000e+03 2.215212832588511844e+02 6.184996434482768923e+07
1.325000000000000000e+03 2.110847042337882442e+02 5.902504111724651605e+07
1.326000000000000000e+03 2.009187360566166092e+02 5.626716267602671683e+07
1.327000000000000000e+03 1.910230867075286483e+02 5.357658006747070700e+07
1.328000000000000000e+03 1.813973492385419206e+02 5.095351207825565338e+07
1.329000000000000000e+03 1.720410027009642988e+02 4.839814525232365727e+07
1.330000000000000000e+03 1.629534131221917050e+02 4.591063392347796261e+07
1.331000000000000000e+03 1.541338345312008471e+02 4.349110026365792751e+07
1.332000000000000000e+03 1.455814100320631326e+02 4.113963434685339034e+07
1.333000000000000000e+03 1.372951729248235324e+02 3.885629422862213105e+07
1.334000000000000000e+03 1.292740478730607379e+02 3.664110604116468877e+07
1.335000000000000000e+03 1.215168521173907408e+02 3.449406410389333963e+07
1.336000000000000000e+03 1.140222967342011344e+02 3.241513104943735152e+07
1.337000000000000000e+03 1.067889879388565646e+02 3.040423796501088142e+07
1.338000000000000000e+03 9.981542843260645270e+01 2.846128454906553030e+07
1.339000000000000000e+03 9.310001879239979417e+01 2.658613928313936293e+07
1.340000000000000000e+03 8.664105890281777533e+01 2.477863961881388351e+07
1.341000000000000000e+03 8.043674942926996607e+01 2.303859217966946214e+07
1.342000000000000000e+03 7.448519333164547618e+01 2.136577297814011946e+07
1.343000000000000000e+03 6.878439741753801684e+01 1.975992764714557678e+07
1.344000000000000000e+03 6.333227393416818529e+01 1.822077168637689948e+07
1.345000000000000000e+03 5.812664219813962774e+01 1.674799072311338410e+07
1.346000000000000000e+03 5.316523026209089409e+01 1.534124078742405958e+07
1.347000000000000000e+03 4.844567661733938024e+01 1.400014860161428154e+07
1.348000000000000000e+03 4.396553193158680273e+01 1.272431188376739249e+07
1.349000000000000000e+03 3.972226082071912145e+01 1.151329966521787830e+07
1.350000000000000000e+03 3.571324365376447219e+01 1.036665262179838307e+07
1.351000000000000000e+03 3.193577839000632679e+01 9.283883418680710718e+06
1.352000000000000000e+03 2.838708244728540464e+01 8.264477068638415076e+06
1.353000000000000000e+03 2.506429460048662961e+01 7.307891303544565104e+06
1.354000000000000000e+03 2.196447690919285733e+01 6.413556958910979331e+06
1.355000000000000000e+03 1.908461667349012458e+01 5.580878371272750199e+06
1.356000000000000000e+03 1.642162841689574293e+01 4.809233788214746863e+06
1.357000000000000000e+03 1.397235589536139777e+01 4.097975790827875957e+06
1.358000000000000000e+03 1.173357413129902760e+01 3.446431728378166910e+06
1.359000000000000000e+03 9.701991471582045889e+00 2.853904164969788399e+06
1.360000000000000000e+03 7.874251668437601381e+00 2.319671337968813721e+06
1.361000000000000000e+03 6.246935982168317913e+00 1.842987627957724500e+06
1.362000000000000000e+03 4.816565304611398979e+00 1.423084039978141896e+06
1.363000000000000000e+03 3.579602302249333512e+00 1.059168695817552274e+06
1.364000000000000000e+03 2.532453577878655437e+00 7.504273370898985304e+05
1.365000000000000000e+03 1.671471849731724246e+00 4.960238388528872165e+05
1.366000000000000000e+03 9.929581469461058463e-01 2.951007335010468378e+05
1.367000000000000000e+03 4.931640202747793467e-01 1.467797446694998653e+05
1.368000000000000000e+03 1.682937669174159878e-01 5.016233087581494328e+04
1.369000000000000000e+03 1.450666835766826514e-02 4.330238624948437973e+03
1.370000000000000000e+03 2.791924008535487389e-02 8.346064696706971517e+03
1.371000000000000000e+03 2.046074920794079266e-01 6.125382733046153589e+04
1.372000000000000000e+03 5.406091989271587517e-01 1.620795460179353249e+05
1.373000000000000000e+03 1.031926178453817844e+00 3.098318296105352929e+05
1.374000000000000000e+03 1.674526577735223176e+00 5.035024724436076940e+05
1.375000000000000000e+03 2.464347165365773140e+00 7.420670581757804612e+05
1.376000000000000000e+03 3.397295628856113581e+00 1.024485571038466063e+06
1.377000000000000000e+03 4.469252876034638611e+00 1.349703014186558314e+06
1.378000000000000000e+03 5.676075339326574820e+00 1.716650034837355372e+06
1.379000000000000000e+03 7.013597281789600402e+00 2.124243555882405024e+06
1.380000000000000000e+03 8.477633103788820179e+00 2.571387413654211443e+06
1.381000000000000000e+03 1.006397964918637022e+01 3.056973001523551065e+06
1.382000000000000000e+03 1.176841850994222405e+01 3.579879919005663600e+06
1.383000000000000000e+03 1.358671832800752988e+01 4.138976626045055687e+06
1.384000000000000000e+03 1.551463709341318165e+01 4.733121102151208557e+06
1.385000000000000000e+03 1.754792443745087382e+01 5.361161510051939636e+06
1.386000000000000000e+03 1.968232391984883733e+01 6.021936863528731279e+06
1.387000000000000000e+03 2.191357530886370242e+01 6.714277699100339785e+06
1.388000000000000000e+03 2.423741685319939521e+01 7.437006751213875599e+06
1.389000000000000000e+03 2.664958754467863500e+01 8.188939630603173748e+06
1.390000000000000000e+03 2.914582937060911760e+01 8.968885505475405604e+06
1.391000000000000000e+03 3.172188955477358263e+01 9.775647785179190338e+06
1.392000000000000000e+03 3.437352278600489086e+01 1.060802480601332523e+07
1.393000000000000000e+03 3.709649343330133320e+01 1.146481051882969774e+07
1.394000000000000000e+03 3.988657774644411802e+01 1.234479517808222212e+07
1.395000000000000000e+03 4.273956604111049984e+01 1.324676603197952919e+07
1.396000000000000000e+03 4.565126486745992906e+01 1.416950801339052618e+07
1.397000000000000000e+03 4.861749916119224224e+01 1.511180443115483224e+07
1.398000000000000000e+03 5.163411437610429999e+01 1.607243766145494394e+07
1.399000000000000000e+03 5.469697859714665356e+01 1.705018983889558911e+07
1.400000000000000000e+03 5.780198463303616307e+01 1.804384354694899917e+07
1.401000000000000000e+03 6.094505208745943747e+01 1.905218250741470605e+07
1.402000000000000000e+03 6.412212940793361327e+01 2.007399226854870841e+07
1.403000000000000000e+03 6.732919591139931015e+01 2.110806089151598886e+07
1.404000000000000000e+03 7.056226378563404467e+01 2.215317963482101634e+07
1.405000000000000000e+03 7.381738006558555298e+01 2.320814363637099788e+07
1.406000000000000000e+03 7.709062858374885252e+01 2.427175259283079579e+07
1.407000000000000000e+03 8.037813189371973976e+01 2.534281143592788279e+07
1.408000000000000000e+03 8.367605316605971666e+01 2.642013100536309183e+07
1.409000000000000000e+03 8.698059805565939939e+01 2.750252871799613908e+07
1.410000000000000000e+03 9.028801653976096020e+01 2.858882923296307400e+07
1.411000000000000000e+03 9.359460472584127899e+01 2.967786511239291728e+07
1.412000000000000000e+03 9.689670662857928107e+01 3.076847747739427537e+07
1.413000000000000000e+03 1.001907159151208475e+02 3.185951665897658840e+07
1.414000000000000000e+03 1.034730776179069807e+02 3.294984284358416498e+07
1.415000000000000000e+03 1.067402898143188992e+02 3.403832671291435510e+07
1.416000000000000000e+03 1.099889052724296050e+02 3.512385007769986242e+07
1.417000000000000000e+03 1.132155330621643685e+02 3.620530650513619930e+07
1.418000000000000000e+03 1.164168401311915204e+02 3.728160193963871896e+07
1.419000000000000000e+03 1.195895528448783836e+02 3.835165531661529094e+07
1.420000000000000000e+03 1.227304584896843949e+02 3.941439916894952953e+07
1.421000000000000000e+03 1.258364067393536772e+02 4.046878022588428110e+07
1.422000000000000000e+03 1.289043110833194419e+02 4.151376000400812179e+07
1.423000000000000000e+03 1.319311502167381605e+02 4.254831539004722983e+07
1.424000000000000000e+03 1.349139693915777229e+02 4.357143921516442299e+07
1.425000000000000000e+03 1.378498817282379605e+02 4.458214082048235089e+07
1.426000000000000000e+03 1.407360694871744045e+02 4.557944661354307085e+07
1.427000000000000000e+03 1.435697853000195039e+02 4.656240061542157084e+07
1.428000000000000000e+03 1.463483533597404858e+02 4.753006499822320044e+07
1.429000000000000000e+03 1.490691705693570839e+02 4.848152061268778145e+07
1.430000000000000000e+03 1.517297076487955962e+02 4.941586750563832372e+07
1.431000000000000000e+03 1.543275101994656779e+02 5.033222542701373994e+07
1.432000000000000000e+03 1.568601997261564520e+02 5.122973432622613013e+07
1.433000000000000000e+03 1.593254746158899309e+02 5.210755483759536594e+07
1.434000000000000000e+03 1.617211110733847192e+02 5.296486875461630523e+07
1.435000000000000000e+03 1.640449640127894497e+02 5.380087949281500280e+07
1.436000000000000000e+03 1.662949679053989769e+02 5.461481254096580297e+07
1.437000000000000000e+03 1.684691375830510367e+02 5.540591590043518692e+07
1.438000000000000000e+03 1.705655689969621562e+02 5.617346051243620366e+07
1.439000000000000000e+03 1.725824399317495192e+02 5.691674067297290266e+07
1.440000000000000000e+03 1.745180106744247439e+02 5.763507443526491523e+07
1.441000000000000000e+03 1.763706246381757410e+02 5.832780399945197999e+07
1.442000000000000000e+03 1.781387089407532756e+02 5.899429608937658370e+07
1.443000000000000000e+03 1.798207749373194702e+02 5.963394231625574827e+07
1.444000000000000000e+03 1.814154187076289304e+02 6.024615952905637026e+07
1.445000000000000000e+03 1.829213214974454331e+02 6.083039015139825642e+07
1.446000000000000000e+03 1.843372501140997599e+02 6.138610250480933487e+07
1.447000000000000000e+03 1.856620572761416099e+02 6.191279111817236245e+07
1.448000000000000000e+03 1.868946819170441245e+02 6.240997702320384979e+07
1.449000000000000000e+03 1.880341494429426348e+02 6.287720803581302613e+07
1.450000000000000000e+03 1.890795719444242025e+02 6.331405902319999784e+07
1.451000000000000000e+03 1.900301483623888714e+02 6.372013215655306727e+07
1.452000000000000000e+03 1.908851646080401281e+02 6.409505714921766520e+07
1.453000000000000000e+03 1.916439936370817065e+02 6.443849148021508008e+07
1.454000000000000000e+03 1.923060954782044121e+02 6.475012060299189389e+07
1.455000000000000000e+03 1.928710172159973979e+02 6.502965813929761946e+07
1.456000000000000000e+03 1.933383929284121052e+02 6.527684605808605999e+07
1.457000000000000000e+03 1.937079435789442243e+02 6.549145483934894204e+07
1.458000000000000000e+03 1.939794768637160303e+02 6.567328362279570848e+07
1.459000000000000000e+03 1.941528870136655769e+02 6.582216034130232036e+07
1.460000000000000000e+03 1.942281545520627333e+02 6.593794183905666322e+07
1.461000000000000000e+03 1.942053460076073179e+02 6.602051397434055060e+07
1.462000000000000000e+03 1.940846135833641881e+02 6.606979170688876510e+07
1.463000000000000000e+03 1.938661947818376916e+02 6.608571916978237778e+07
1.464000000000000000e+03 1.935504119864805261e+02 6.606826972583175451e+07
1.465000000000000000e+03 1.931376719999759359e+02 6.601744600842034072e+07
1.466000000000000000e+03 1.926284655396356982e+02 6.593327994678252935e+07
1.467000000000000000e+03 1.920233666902844050e+02 6.581583277569924295e+07
1.468000000000000000e+03 1.913230323150200718e+02 6.566519502960278839e+07
1.469000000000000000e+03 1.905282014242536945e+02 6.548148652108767629e+07
1.470000000000000000e+03 1.896396945034613282e+02 6.526485630383604765e+07
1.471000000000000000e+03 1.886584128000874045e+02 6.501548261996962130e+07
1.472000000000000000e+03 1.875853375700672814e+02 6.473357283185067028e+07
1.473000000000000000e+03 1.864215292844512533e+02 6.441936333836195618e+07
1.474000000000000000e+03 1.851681267966284850e+02 6.407311947570148855e+07
1.475000000000000000e+03 1.838263464706695913e+02 6.369513540273753554e+07
1.476000000000000000e+03 1.823974812713277629e+02 6.328573397097730637e+07
1.477000000000000000e+03 1.808828998162418884e+02 6.284526657920655608e+07
1.478000000000000000e+03 1.792840453909236373e+02 6.237411301287166029e+07
1.479000000000000000e+03 1.776024349271014842e+02 6.187268126827498525e+07
1.480000000000000000e+03 1.758396579450362935e+02 6.134140736167056113e+07
1.481000000000000000e+03 1.739973754604163787e+02 6.078075512334651500e+07
1.482000000000000000e+03 1.720773188564742213e+02 6.019121597679510713e+07
1.483000000000000000e+03 1.700812887219666720e+02 5.957330870307267457e+07
1.484000000000000000e+03 1.680111536556881333e+02 5.892757919046419859e+07
1.485000000000000000e+03 1.658688490381915699e+02 5.825460016957064718e+07
1.486000000000000000e+03 1.636563757714095289e+02 5.755497093394634128e+07
1.487000000000000000e+03 1.613757989868841776e+02 5.682931704642106593e+07
1.488000000000000000e+03 1.590292467233234959e+02 5.607829003124764562e+07
1.489000000000000000e+03 1.566189085742137195e+02 5.530256705222218484e+07
1.490000000000000000e+03 1.541470343062403856e+02 5.450285057693470269e+07
1.491000000000000000e+03 1.516159324492658129e+02 5.367986802730915695e+07
1.492000000000000000e+03 1.490279688586412306e+02 5.283437141660464555e+07
1.493000000000000000e+03 1.463855652506258309e+02 5.196713697305073589e+07
1.494000000000000000e+03 1.436911977117088099e+02 5.107896475030063093e+07
1.495000000000000000e+03 1.409473951826381608e+02 5.017067822489163280e+07
1.496000000000000000e+03 1.381567379179611805e+02 4.924312388090540469e+07
1.497000000000000000e+03 1.353218559219070301e+02 4.829717078203286231e+07
1.498000000000000000e+03 1.324454273614360318e+02 4.733371013124869019e+07
1.499000000000000000e+03 1.295301769573017339e+02 4.635365481831211597e+07
1.500000000000000000e+03 1.265788743539684305e+02 4.535793895531120151e+07
1.501000000000000000e+03 1.235943324692429428e+02 4.434751740047780424e+07
1.502000000000000000e+03 1.205794058244961349e+02 4.332336527050875127e+07
1.503000000000000000e+03 1.175369888563207041e+02 4.228647744162181765e+07
1.504000000000000000e+03 1.144700142105259602e+02 4.123786803959751129e+07
1.505000000000000000e+03 1.113814510193535341e+02 4.017856991905520111e+07
1.506000000000000000e+03 1.082743031627862820e+02 3.910963413221082836e+07
1.507000000000000000e+03 1.051516075148664981e+02 3.803212938738254458e+07
1.508000000000000000e+03 1.020164321759119304e+02 3.694714149750431627e+07
1.509000000000000000e+03 9.887187469154200414e+01 3.585577281891894341e+07
1.510000000000000000e+03 9.572106025942092344e+01 3.475914168072380871e+07
1.511000000000000000e+03 9.256713992463052421e+01 3.365838180494776368e+07
1.512000000000000000e+03 8.941328876458820218e+01 3.255464171784237027e+07
1.513000000000000000e+03 8.626270406443997274e+01 3.144908415257911757e+07
1.514000000000000000e+03 8.311860348383110875e+01 3.034288544363778457e+07
1.515000000000000000e+03 7.998422321599447571e+01 2.923723491318836063e+07
1.516000000000000000e+03 7.686281614007511109e+01 2.813333424976454303e+07
1.517000000000000000e+03 7.375764996761417081e+01 2.703239687953183427e+07
1.518000000000000000e+03 7.067200538412556909e+01 2.593564733046081662e+07
1.519000000000000000e+03 6.760917418668643109e+01 2.484432058971500024e+07
1.520000000000000000e+03 6.457245741846463716e+01 2.375966145456703752e+07
1.521000000000000000e+03 6.156516350112333669e+01 2.268292387716680393e+07
1.522000000000000000e+03 5.859060636600609229e+01 2.161537030347503722e+07
1.523000000000000000e+03 5.565210358503968990e+01 2.055827100669204444e+07
1.524000000000000000e+03 5.275297450227080276e+01 1.951290341550694034e+07
1.525000000000000000e+03 4.989653836695156031e+01 1.848055143749598041e+07
1.526000000000000000e+03 4.708611246909293868e+01 1.746250477800356224e+07
1.527000000000000000e+03 4.432501027839452945e+01 1.646005825483919680e+07
1.528000000000000000e+03 4.161653958745566939e+01 1.547451110912599415e+07
1.529000000000000000e+03 3.896400066018154718e+01 1.450716631264296174e+07
1.530000000000000000e+03 3.637068438626756972e+01 1.355932987199571729e+07
1.531000000000000000e+03 3.383987044266710598e+01 1.263231012996185012e+07
1.532000000000000000e+03 3.137482546292489971e+01 1.172741706435222365e+07
1.533000000000000000e+03 2.897880121526049990e+01 1.084596158473375067e+07
1.534000000000000000e+03 2.665503279027494088e+01 9.989254827358631417e+06
1.535000000000000000e+03 2.440673679915236960e+01 9.158607448647817597e+06
1.536000000000000000e+03 2.223710958321198916e+01 8.355328917573977262e+06
1.537000000000000000e+03 2.014932543567569923e+01 7.580726807296279818e+06
1.538000000000000000e+03 1.814653483648755738e+01 6.836106086391974241e+06
1.539000000000000000e+03 1.623186270101957263e+01 6.122768410032329150e+06
1.540000000000000000e+03 1.440840664351137512e+01 5.442011411458960734e+06
1.541000000000000000e+03 1.267923525604281743e+01 4.795127994101581164e+06
1.542000000000000000e+03 1.104738640386191761e+01 4.183405624690388329e+06
1.543000000000000000e+03 9.515865537866719848e+00 3.608125627710600849e+06
1.544000000000000000e+03 8.087644025027625361e+00 3.070562481545392424e+06
1.545000000000000000e+03 6.765657497541337051e+00 2.571983116658446379e+06
1.546000000000000000e+03 5.552804221468456980e+00 2.113646216155774891e+06
1.547000000000000000e+03 4.451943485628192754e+00 1.696801519077703357e+06
1.548000000000000000e+03 3.465894011491467808e+00 1.322689126762898173e+06
1.549000000000000000e+03 2.597432384803471717e+00 9.925388126254811650e+05
1.550000000000000000e+03 1.849291509663106847e+00 7.075693356879887870e+05
1.551000000000000000e+03 1.224159085767370092e+00 4.689877582085567992e+05
1.552000000000000000e+03 7.246761095168100519e-01 2.779887677391440957e+05
1.553000000000000000e+03 3.534353996702346845e-01 1.357540039515147510e+05
1.554000000000000000e+03 1.129801482127884282e-01 4.345139056137559237e+04
1.555000000000000000e+03 5.802497100696010768e-03 2.234472683601972676e+03
1.556000000000000000e+03 3.434214152277588472e-02 1.324175994539371459e+04
1.557000000000000000e+03 2.009849603074323476e-01 7.759607568257194362e+04
1.558000000000000000e+03 5.080616740904916329e-01 1.964039125418004696e+05
1.559000000000000000e+03 9.578465318430348097e-01 3.707547948079245980e+05
1.560000000000000000e+03 1.552556026343779649e+00 6.017206477725896984e+05
1.561000000000000000e+03 2.294347639165618791e+00 8.903551744570770534e+05
1.562000000000000000e+03 3.185318615729728631e+00 1.237693239998528967e+06
1.563000000000000000e+03 4.227504770967267511e+00 1.644750264005985809e+06
1.564000000000000000e+03 5.422879326106784248e+00 2.112521621186550241e+06
1.565000000000000000e+03 6.773351777099024140e+00 2.641982050541813485e+06
1.566000000000000000e+03 8.280766795164804961e+00 3.234085073426851537e+06
1.567000000000000000e+03 9.946903159941131278e+00 3.889762420762193855e+06
1.568000000000000000e+03 1.177347272568193759e+01 4.609923469684008509e+06
1.569000000000000000e+03 1.376211942095299356e+01 5.395454689913252369e+06
1.570000000000000000e+03 1.591441828224400368e+01 6.247219100120113231e+06
1.571000000000000000e+03 1.823187452190276758e+01 7.166055734554896131e+06
1.572000000000000000e+03 2.071592263078365548e+01 8.152779120213514194e+06
1.573000000000000000e+03 2.336792551597172718e+01 9.208178764795383438e+06
1.574000000000000000e+03 2.618917367394313800e+01 1.033301865571304038e+07
1.575000000000000000e+03 2.918088439950572877e+01 1.152803677040793188e+07
1.576000000000000000e+03 3.234420103081050257e+01 1.279394459820749238e+07
1.577000000000000000e+03 3.568019223076311874e+01 1.413142667397531867e+07
1.578000000000000000e+03 3.918985130509988579e+01 1.554114012378225289e+07
1.579000000000000000e+03 4.287409555739477440e+01 1.702371422282841429e+07
1.580000000000000000e+03 4.673376568125070918e+01 1.857974996584228054e+07
1.581000000000000000e+03 5.076962518988408135e+01 2.020981965016675740e+07
1.582000000000000000e+03 5.498235988332641000e+01 2.191446647174910083e+07
1.583000000000000000e+03 5.937257735344299903e+01 2.369420413424347714e+07
1.584000000000000000e+03 6.394080652690099242e+01 2.554951647140881792e+07
1.585000000000000000e+03 6.868749724628524689e+01 2.748085708301220089e+07
1.586000000000000000e+03 7.361301988946927111e+01 2.948864898441238701e+07
1.587000000000000000e+03 7.871766502736443272e+01 3.157328427000546083e+07
1.588000000000000000e+03 8.400164312015604651e+01 3.373512379070936888e+07
1.589000000000000000e+03 8.946508425206981485e+01 3.597449684563893080e+07
1.590000000000000000e+03 9.510803790478696840e+01 3.829170088815333694e+07
1.591000000000000000e+03 1.009304727695010229e+02 4.068700124640852958e+07
1.592000000000000000e+03 1.069322765976495759e+02 4.316063085856361687e+07
1.593000000000000000e+03 1.131132560903490116e+02 4.571279002278845757e+07
1.594000000000000000e+03 1.194731368264954767e+02 4.834364616219411790e+07
1.595000000000000000e+03 1.260115632295096191e+02 5.105333360481385887e+07
1.596000000000000000e+03 1.327280985726749520e+02 5.384195337875103951e+07
1.597000000000000000e+03 1.396222250230010502e+02 5.670957302260328829e+07
1.598000000000000000e+03 1.466933437235232134e+02 5.965622641126419604e+07
1.599000000000000000e+03 1.539407749139496957e+02 6.268191359720343351e+07
1.600000000000000000e+03 1.613637580894969688e+02 6.578660066729766130e+07
1.601000000000000000e+03 1.689614521978226946e+02 6.897021961531238258e+07
1.602000000000000000e+03 1.767329358738614928e+02 7.223266823009197414e+07
1.603000000000000000e+03 1.846772077124037708e+02 7.557380999952945113e+07
1.604000000000000000e+03 1.927931865782216789e+02 7.899347403037197888e+07
1.605000000000000000e+03 2.010797119535334332e+02 8.249145498391267657e+07
1.606000000000000000e+03 2.095355443225738270e+02 8.606751302760894597e+07
1.607000000000000000e+03 2.181593655930455498e+02 8.972137380266989768e+07
1.608000000000000000e+03 2.269497795541486482e+02 9.345272840762302279e+07
1.609000000000000000e+03 2.359053123709627187e+02 9.726123339790086448e+07
1.610000000000000000e+03 2.450244131148500912e+02 1.011465108014445752e+08
1.611000000000000000e+03 2.543054543295829149e+02 1.051081481503337920e+08
1.612000000000000000e+03 2.637467326328661557e+02 1.091456985284393430e+08
1.613000000000000000e+03 2.733464693529119813e+02 1.132586806350868195e+08
1.614000000000000000e+03 2.831028111997061956e+02 1.174465788647118658e+08
1.615000000000000000e+03 2.930138309706098312e+02 1.217088434024884254e+08
1.616000000000000000e+03 3.030775282898585488e+02 1.260448903358758390e+08
1.617000000000000000e+03 3.132918303816205707e+02 1.304541017820705920e+08
1.618000000000000000e+03 3.236545928761444770e+02 1.349358260312930346e+08
1.619000000000000000e+03 3.341636006485821326e+02 1.394893777058607936e+08
1.620000000000000000e+03 3.448165686900359219e+02 1.441140379349832237e+08
1.621000000000000000e+03 3.556111430103671864e+02 1.488090545452060103e+08
1.622000000000000000e+03 3.665449015722844592e+02 1.535736422664238513e+08
1.623000000000000000e+03 3.776153552562452091e+02 1.584069829533854723e+08
1.624000000000000000e+03 3.888199488556172128e+02 1.633082258225757480e+08
1.625000000000000000e+03 4.001560621016240020e+02 1.682764877043910325e+08
1.626000000000000000e+03 4.116210107175791677e+02 1.733108533105138540e+08
1.627000000000000000e+03 4.232120475017470085e+02 1.784103755163204670e+08
1.628000000000000000e+03 4.349263634384117267e+02 1.835740756582562327e+08
1.629000000000000000e+03 4.467610888365059623e+02 1.888009438460133374e+08
1.630000000000000000e+03 4.587132944952434741e+02 1.940899392893846631e+08
1.631000000000000000e+03 4.707799928961934484e+02 1.994399906396597922e+08
1.632000000000000000e+03 4.829581394211088536e+02 2.048499963453767002e+08
1.633000000000000000e+03 4.952446335950372713e+02 2.103188250223298073e+08
1.634000000000000000e+03 5.076363203539765436e+02 2.158453158376214504e+08
1.635000000000000000e+03 5.201299913364643999e+02 2.214282789075935483e+08
